PDB_ID	ΔG_kJ/mol	Avg_Bfactor_Total	Avg_Bfactor_Interface	Charged_Count	Polar_Count	Hbond_Count
3wo3	-40.87	78.34	73.31	247	246	174
4p23	-29.8	44.01	39.06	84	90	112
4m6b	-46.51	30.09	28.21	43	31	63
2mkc	-46.28	0.0	0.0	34	26	35
4ozi	-23.71	58.35	51.12	154	267	330
4ozf	-23.4	42.72	35.58	80	124	184
4x7e	-46.55	35.84	29.48	12	30	10
4mp0	-46.01	48.61	61.67	41	31	52
4pjb	-28.77	24.53	21.63	119	164	118
2mur	-28.73	0.0	0.0	11	10	10
4c2a	-45.74	45.49	42.62	25	22	17
4kfz	-40.11	75.41	68.01	39	38	27
4cj0	-40.0	12.03	8.81	10	13	6
4c2b	-45.92	90.06	87.96	138	96	76
4l0p	-45.92	36.52	29.08	16	15	13
4edw	-45.66	69.53	60.23	22	59	29
2mlz	-27.7	12.17	7.49	48	42	46
4c7n	-51.37	38.11	35.2	19	13	7
4q5u	-68.49	73.24	69.63	22	6	13
4p2o	-34.25	56.76	48.18	87	118	232
4p2q	-34.25	124.74	108.92	397	485	749
4p2r	-34.25	117.93	103.14	375	477	683
2mly	-32.53	11.3	7.5	31	37	25
4mne	-42.05	48.1	42.6	78	82	48
2mlx	-30.81	12.53	7.51	44	41	60
4niq	-30.26	48.62	50.73	22	32	21
4u30	-39.16	29.79	23.29	48	51	48
4u32	-36.65	12.82	9.52	14	11	15
4nm3	-24.1	54.81	45.6	7	6	1
4nu1	-24.1	74.87	65.67	7	7	2
4zgm	-55.49	29.2	27.1	9	7	3
4ywc	-37.73	58.52	52.58	39	32	34
5agw	-47.33	88.93	70.92	16	18	9
5agx	-43.37	50.25	40.13	25	22	27
4zii	-42.7	59.74	60.84	9	6	5
4rws	-48.65	84.16	96.63	17	12	15
4z5r	-61.33	75.67	69.95	300	529	396
5e4e	-57.51	58.77	52.8	37	34	20
5c6t	-56.43	138.08	162.74	13	31	18
5bnq	-55.97	56.71	66.7	13	8	9
4yh7	-38.95	147.17	132.54	26	20	12
4r8w	-55.58	74.98	64.59	55	71	52
4xhj	-55.43	101.19	92.28	99	219	163
4wen	-39.95	51.7	42.21	11	8	8
4zkc	-55.12	102.37	110.54	12	8	7
4qlp	-55.01	15.13	13.33	33	35	31
4rwt	-37.89	50.36	56.23	103	98	68
4zk9	-54.91	77.1	81.66	15	10	15
4uuz	-37.78	131.95	128.09	62	34	81
4x33	-37.68	24.64	23.85	21	19	14
4zs6	-37.13	68.77	62.14	41	109	46
4yk4	-36.75	62.87	52.63	57	135	44
4zi2	-36.4	37.63	32.48	35	29	21
4xi5	-53.14	110.89	101.81	54	109	79
5c7x	-70.76	48.67	43.35	75	104	74
5abv	-52.99	65.71	55.52	92	120	102
5bw8	-35.77	112.46	153.67	43	50	34
5cjq	-53.09	158.59	131.68	40	76	58
5dfv	-53.09	34.64	31.18	60	108	43
5dfw	-53.09	46.64	32.53	12	16	13
5d3i	-52.64	70.23	63.86	12	12	8
4yoc	-35.51	66.21	59.95	41	26	24
4zgy	-35.13	83.43	81.81	29	24	18
2mzd	-34.57	0.0	0.0	16	18	10
4wnn	-34.8	50.82	45.68	135	149	178
4v3k	-34.45	26.24	23.06	57	42	70
2n2h	-34.43	0.0	0.0	14	12	5
5cff	-34.08	42.65	37.24	52	65	41
5bqe	-34.01	63.34	55.79	32	50	23
4xxb	-33.27	53.71	46.24	19	14	15
4r8i	-50.54	42.98	0.0	0	0	0
4xl5	-50.54	49.32	46.11	15	18	8
4zlt	-50.54	60.38	58.31	40	63	53
4y5o	-33.41	80.15	78.41	15	21	9
2mv7	-50.27	0.0	0.0	10	11	9
4yc7	-32.67	59.97	57.01	33	21	17
3wqb	-49.91	16.37	17.01	15	32	25
5e8e	-49.91	34.27	31.5	46	66	50
4d0g	-32.79	62.37	55.12	8	6	3
5anm	-66.84	68.77	53.49	97	168	106
4rey	-39.76	52.17	55.29	14	16	14
4x7s	-45.66	53.94	48.08	17	42	15
4s0s	-45.34	92.4	80.58	14	17	6
5brm	-39.52	56.66	58.8	119	118	73
5bn5	-28.3	42.99	37.19	37	36	27
4ui1	-39.42	54.79	50.72	26	27	17
4z80	-45.21	19.68	24.95	17	56	29
4wuu	-44.97	82.22	67.65	78	130	149
4pw9	-27.79	38.05	44.07	9	10	8
5d1l	-39.1	29.02	28.64	18	22	18
2rvb	-39.06	0.0	0.0	28	15	25
4uu9	-61.95	28.74	23.29	58	67	76
4uyq	-61.95	22.42	18.93	11	15	11
4wwi	-44.62	69.4	61.43	56	56	27
2mro	-21.83	2.63	3.88	9	10	10
5do2	-38.76	74.08	64.72	86	182	105
4zqu	-44.5	41.22	33.98	12	21	16
4qti	-44.32	118.62	99.25	27	60	57
4z8l	-38.64	49.91	47.53	122	113	178
4yeb	-44.35	154.21	151.51	27	17	12
5d1k	-38.5	28.59	27.58	19	24	22
4ypi	-44.02	154.74	95.67	86	48	57
3wih	-44.07	27.53	24.31	50	136	81
2n01	-34.25	0.0	0.0	19	13	11
4zrk	-34.25	62.51	57.28	51	34	20
5dob	-34.25	88.94	86.0	28	22	17
4yvq	-32.49	48.57	39.44	17	8	6
4ydh	-31.93	101.6	86.25	54	36	18
4zgq	-31.97	106.79	89.05	13	14	9
4wv1	-49.0	33.52	28.34	76	135	90
4zrj	-31.61	23.18	26.29	28	20	18
4wb2	-61.05	36.81	0.0	0	0	0
5d70	-49.65	37.35	30.85	25	49	25
4uyp	-61.07	16.43	13.88	27	40	38
4zfo	-60.95	22.69	18.27	39	104	52
4rgm	-43.61	39.89	36.1	44	115	55
5cmn	-38.0	118.55	99.01	123	112	72
4rs1	-43.5	61.26	53.65	23	14	13
4zv4	-43.6	122.04	97.66	36	11	17
5di9	-32.08	44.2	50.44	94	63	60
5cyk	-37.69	89.7	70.83	22	22	12
4rjf	-37.68	24.68	25.03	58	50	68
4xlw	-37.57	145.33	126.43	57	66	31
5ajk	-31.84	77.77	77.51	66	73	37
4pgj	-43.29	36.33	32.19	17	30	23
4xhu	-43.29	51.88	48.87	31	24	28
4pvz	-43.17	47.39	48.89	73	56	68
5eiv	-25.97	32.91	26.75	18	22	17
4yyp	-37.4	89.89	90.64	6	22	9
4qci	-60.23	65.55	58.95	73	98	59
4yiq	-32.53	33.89	31.1	22	42	12
5e6p	-32.53	137.89	154.69	10	9	11
5aam	-48.06	86.14	88.93	36	35	32
5bvp	-60.02	54.99	40.17	34	61	51
4xl1	-37.2	53.82	45.29	28	31	14
4cvw	-60.06	25.06	29.2	54	28	27
5a6w	-42.86	30.85	23.46	16	9	10
4wnd	-42.71	23.23	24.69	27	39	28
5ajj	-31.35	48.98	59.86	15	15	6
3wwq	-25.37	40.7	39.49	90	67	126
4tq1	-19.73	24.91	22.05	18	11	15
4y61	-36.81	109.56	86.1	25	16	15
5a3i	-42.49	61.45	55.28	103	190	106
5dh9	-42.42	47.04	54.08	94	55	67
4xkl	-25.16	27.38	22.05	22	19	12
4uwq	-31.52	92.82	117.81	120	142	139
5c0n	-30.73	61.69	52.14	47	116	87
5aoq	-47.87	59.78	69.27	66	61	26
4w4o	-47.81	41.54	40.53	14	13	11
4xvp	-47.81	118.51	111.8	104	90	69
5aaw	-47.74	52.35	49.43	106	95	104
4xwj	-47.67	38.4	32.32	12	9	11
5d2n	-30.41	41.26	35.59	157	233	249
5e3e	-42.17	22.32	20.51	66	81	90
4ypg	-59.11	66.01	58.73	48	154	95
2mws	-24.81	2.17	2.3	12	14	10
4pj2	-58.95	23.08	20.85	34	45	40
5dwu	-41.72	142.12	132.75	42	90	73
5d2l	-30.21	80.26	71.31	306	433	401
4yl8	-30.07	23.51	25.55	20	14	17
4d2g	-29.99	53.16	50.76	22	23	27
4weu	-29.93	61.39	54.23	28	33	22
5bw7	-41.56	65.6	63.45	14	15	10
4zak	-41.39	50.03	46.82	57	74	64
4zfg	-47.38	59.5	52.37	16	48	22
4zff	-47.38	69.66	61.59	43	112	76
4s3o	-29.76	44.01	40.12	72	63	42
5ee4	-29.76	33.55	31.19	76	85	37
4uem	-46.77	99.8	98.96	14	17	9
5e8d	-46.73	81.44	78.33	34	59	61
4wem	-29.49	33.94	23.37	12	10	11
4uf1	-29.43	53.55	55.61	10	12	6
4tq0	-29.46	29.22	24.16	55	39	26
4uwx	-29.46	26.56	29.83	17	12	12
2n1d	-41.22	0.0	0.0	22	14	13
5d1m	-41.14	25.99	25.78	19	22	18
5d71	-58.14	51.39	45.25	27	44	33
5d72	-64.05	67.94	59.85	67	106	65
4xoi	-29.32	45.4	39.23	29	29	11
5c0s	-46.31	86.99	75.23	25	49	23
4rgo	-46.25	29.13	24.98	31	66	58
5dha	-34.86	54.04	58.79	90	57	56
4x4m	-45.98	182.92	181.85	36	46	33
4yn0	-40.36	63.7	47.15	17	9	6
4ui0	-40.27	88.36	95.37	10	11	5
4xnm	-46.21	85.37	72.38	65	118	94
4yiz	-46.21	34.91	31.36	37	74	33
5cxb	-45.87	63.41	45.46	24	23	15
5e7f	-45.9	78.77	79.69	36	31	27
5cjs	-45.79	179.83	177.26	91	149	103
4zpt	-45.68	41.73	35.34	66	154	80
4yj4	-45.69	18.45	17.38	10	9	11
4qnp	-40.08	48.09	45.67	38	134	56
5c3f	-34.8	23.93	24.48	13	7	6
5gpg	-50.71	18.2	24.36	9	8	8
5ibk	-42.56	81.11	74.9	68	56	87
5e94	-50.36	32.43	26.69	52	134	103
5j57	-61.07	23.94	21.08	6	15	9
5hvf	-60.06	62.06	53.96	13	22	14
5hgg	-58.6	30.36	24.12	46	63	62
5eg3	-39.21	35.52	33.63	6	6	5
5f6k	-39.3	46.73	52.32	64	35	41
5hpy	-39.3	68.13	55.34	41	27	23
5jsb	-38.95	92.37	75.67	204	129	140
4ybl	-55.76	95.78	88.59	72	146	104
5dcq	-38.5	29.04	30.29	31	25	17
5lxm	-38.5	74.05	83.25	18	24	20
5t5f	-55.49	69.84	55.07	32	72	66
5eoa	-39.95	58.88	52.29	43	37	38
5j7c	-55.25	37.75	34.2	31	35	36
5ibw	-54.81	14.97	13.24	27	25	37
5cw7	-71.65	50.08	47.45	274	177	237
5ifs	-55.36	45.25	38.2	98	47	44
5sx4	-54.04	54.76	41.56	57	109	80
5fo8	-36.85	67.48	73.01	78	80	52
5ies	-36.72	57.88	53.84	24	64	46
5eo9	-36.71	58.2	48.01	10	23	13
5czv	-54.35	68.61	60.5	26	63	43
5mi0	-36.46	50.68	39.85	22	59	22
4zi3	-36.4	46.11	41.51	55	44	29
5li1	-36.12	26.28	27.01	22	17	16
5ays	-53.05	25.75	29.21	36	47	22
5cx3	-35.77	55.85	60.07	67	20	47
5c0b	-35.96	53.16	47.68	162	213	243
5sv3	-52.53	26.81	14.21	19	44	21
5hvg	-52.51	84.04	77.64	23	46	31
5lxq	-35.35	70.28	78.7	16	10	15
5czx	-52.64	37.13	27.51	54	118	62
5ep6	-35.06	28.73	26.32	33	42	31
5boz	-52.25	89.77	92.66	86	99	101
5d5m	-35.13	48.16	41.47	126	166	102
5eyp	-51.86	48.44	43.11	34	22	25
5bt1	-34.71	46.05	48.55	61	61	74
5ctr	-34.56	106.37	75.5	28	19	13
5jsn	-34.8	55.03	46.81	59	20	30
5dmi	-51.6	42.74	37.71	29	54	31
4xkh	-34.4	47.4	43.31	38	37	24
5k8q	-51.63	32.26	37.82	18	13	15
5kho	-34.51	96.82	82.59	18	16	16
5sx5	-51.02	55.69	41.48	66	104	103
5l2k	-33.9	80.58	81.72	59	68	37
5c4v	-34.01	41.04	36.65	50	30	39
5szk	-34.01	86.15	74.15	15	8	9
5hdq	-50.92	44.07	32.65	31	65	43
5j3d	-50.59	153.47	130.45	222	454	459
5fob	-33.6	80.53	60.66	95	86	78
5chv	-33.26	59.34	42.5	70	71	41
5edv	-33.08	185.81	165.93	147	120	107
5jg6	-33.08	27.63	26.49	17	18	14
5d8j	-49.94	30.11	24.56	31	60	77
5kov	-49.82	105.64	109.31	79	213	139
5b78	-32.68	24.97	24.37	13	8	16
4zrp	-49.91	59.16	65.39	49	24	24
5fvk	-32.79	27.47	28.74	29	33	21
5fo9	-32.66	143.01	131.3	186	209	163
5d7l	-28.44	104.87	98.33	161	161	113
2n8j	-45.49	0.0	0.0	18	13	9
5b77	-28.35	30.25	25.67	12	9	16
5czf	-57.08	50.07	49.24	47	22	35
5kn5	-57.03	48.64	40.88	51	106	78
5et1	-39.79	22.74	22.25	44	52	34
5b75	-28.54	34.17	29.68	12	13	16
5dju	-45.34	36.95	31.95	24	26	15
5ft8	-39.56	69.8	74.25	135	109	71
5g1x	-28.07	28.14	29.82	13	16	12
5inb	-39.44	16.74	18.18	20	15	16
5ius	-56.48	118.24	100.93	30	27	16
5e9d	-39.32	62.22	51.08	83	128	128
5fhx	-62.33	61.29	51.77	42	68	39
4z9v	-28.09	69.2	66.43	63	51	129
4rt6	-44.97	55.7	60.93	24	26	24
5ij9	-27.81	72.95	72.01	32	24	18
5d1q	-62.13	74.21	67.26	54	110	90
5eb1	-39.12	34.28	29.3	51	27	25
5fr2	-39.1	54.95	48.52	20	22	12
5hk5	-39.02	36.63	34.23	68	56	59
5e95	-44.54	15.08	10.44	8	12	9
5j8h	-38.9	0.0	0.0	25	12	14
5f1b	-21.7	50.93	41.64	31	35	23
5jlv	-44.66	44.51	40.75	28	34	23
5i5k	-61.38	244.5	281.49	49	117	40
5djt	-44.35	20.45	15.98	13	8	3
5j28	-38.32	28.03	29.25	40	26	34
5ejc	-38.27	99.75	96.6	37	24	26
5lz3	-26.95	42.77	46.95	23	19	18
4z2m	-32.52	80.42	70.56	73	43	73
5jhf	-32.53	142.45	138.97	122	97	101
5ksb	-32.53	55.19	46.95	198	296	592
4z9k	-49.41	26.6	22.84	12	14	11
5tar	-32.18	37.37	43.1	5	4	4
5te6	-49.01	79.37	77.11	41	66	42
5j3h	-49.1	122.5	110.42	29	43	48
5k59	-66.22	74.45	66.6	119	217	158
5d50	-31.88	65.16	57.45	174	123	98
5jhl	-48.91	73.01	56.68	16	57	24
5te7	-48.81	63.23	51.7	42	56	48
5jh5	-31.69	47.54	43.44	64	62	76
5ks9	-31.69	36.43	25.87	180	288	534
5kw9	-43.88	46.03	41.89	20	64	43
5glh	-60.98	84.54	75.99	20	13	20
4zs7	-60.95	30.62	30.14	36	60	37
5d1x	-60.95	88.57	83.74	45	88	58
4xr8	-26.57	53.47	51.78	92	101	69
5fqd	-38.0	97.14	90.32	80	97	47
5f5s	-43.71	94.77	102.15	21	7	10
5szi	-37.65	101.17	84.15	14	8	9
5k22	-43.39	95.92	94.65	9	6	7
5kvd	-37.53	30.57	26.31	31	68	39
5ee5	-26.17	67.69	54.43	8	22	5
5d28	-43.2	60.95	50.32	29	24	26
5ikc	-43.2	41.94	36.87	72	111	77
5cd5	-37.32	140.65	115.71	33	60	38
5mhs	-49.65	143.08	121.41	39	115	45
5l8j	-32.53	35.49	30.4	17	12	13
5f3x	-48.56	77.4	70.13	32	37	38
2n13	-31.44	0.0	0.0	36	30	29
5j56	-48.49	46.6	41.01	10	16	15
5fr1	-31.29	59.28	46.04	24	22	17
5ibl	-31.07	140.31	136.84	79	142	110
5eof	-30.94	41.67	36.33	40	38	38
4ww2	-30.87	56.56	51.97	51	77	53
5sws	-25.82	48.25	43.46	77	87	125
2n73	-37.07	28.48	30.75	7	20	5
5hps	-37.05	51.27	47.68	12	6	6
5kvf	-42.78	19.44	17.51	26	71	41
5m72	-42.7	34.63	28.34	13	15	9
5hxb	-36.87	116.71	107.83	63	84	30
5men	-25.5	57.8	47.5	71	106	173
5dc4	-42.56	19.35	19.6	9	25	10
5kve	-42.56	25.98	19.35	10	22	15
5imt	-36.73	41.03	40.35	13	12	5
5hys	-59.42	70.44	62.6	125	245	110
5jdo	-48.65	87.82	74.91	92	69	61
5f3b	-65.77	26.27	20.69	43	134	97
5d7j	-31.52	32.65	27.58	143	178	107
4wwk	-30.81	63.2	46.39	45	70	39
5drz	-47.7	43.46	41.42	59	114	66
5fug	-47.7	56.13	54.84	328	255	678
5ksa	-30.41	45.39	35.92	81	144	244
5eib	-30.36	29.65	28.89	56	35	34
5elu	-36.43	22.44	18.89	11	11	10
5grj	-59.22	74.91	60.95	24	37	40
5kwy	-36.34	55.92	51.15	13	20	14
5c0c	-24.84	52.9	46.74	162	203	244
5ip4	-36.22	30.48	28.36	17	21	18
5f4e	-41.77	71.93	61.55	13	12	11
5fzt	-24.65	37.83	30.85	13	11	7
4udm	-47.93	57.52	57.63	24	14	14
4xxw	-30.2	54.4	45.74	35	36	15
5gzn	-30.07	97.11	83.92	100	157	96
5dmj	-47.24	56.97	43.41	29	43	19
5b76	-29.89	37.39	32.41	12	13	16
5l6y	-58.43	25.43	19.84	30	43	25
5hlz	-47.38	69.64	59.97	128	85	133
5jem	-29.8	62.76	61.25	44	87	82
5foa	-29.76	124.51	91.27	185	216	145
5eu6	-29.68	56.38	45.49	67	98	120
5eql	-40.91	70.89	56.44	10	9	8
5fcu	-46.93	44.67	38.55	30	63	38
5fv2	-63.61	110.31	103.59	48	41	25
5jze	-29.26	24.45	22.15	41	23	16
5c07	-29.28	51.33	45.87	172	212	266
5c08	-29.15	55.42	48.11	160	198	248
5ij0	-29.12	74.92	73.27	32	23	19
5ixd	-40.82	97.35	80.13	13	12	11
5b64	-40.84	83.87	69.96	21	13	9
5igx	-35.09	105.49	95.81	25	45	51
5j4a	-40.77	36.82	33.49	33	40	32
5itz	-40.67	46.88	47.67	46	28	32
5ioh	-34.87	29.71	33.43	40	30	44
5imy	-34.87	62.96	56.45	48	61	26
5szj	-17.71	77.78	65.86	21	9	10
5d3f	-29.08	75.1	71.42	23	18	23
5jyl	-46.01	44.11	38.99	40	53	32
5kvg	-45.98	17.94	13.69	18	77	53
5fw5	-40.51	40.66	32.85	8	10	10
5d7i	-23.34	39.6	33.82	130	161	117
5lcv	-34.68	56.47	52.24	32	60	50
5t1d	-40.33	61.64	63.66	88	163	66
5jmc	-40.33	58.46	57.26	51	83	61
5lz6	-29.09	74.72	70.59	17	20	16
2nbv	-28.72	0.73	0.85	11	6	10
5lrw	-28.72	29.19	31.58	30	25	23
5ghw	-45.76	41.11	42.54	31	55	40
5hpk	-45.74	53.16	44.78	11	19	12
5te4	-45.69	100.31	91.4	36	60	37
5jke	-40.19	86.68	74.55	25	25	16
5jtl	-35.96	74.3	84.88	126	178	122
5jto	-28.3	37.99	37.83	75	108	77
5jtm	-27.53	37.61	37.35	52	81	34
5lqb	-51.37	42.7	33.68	29	62	55
5jtr	-31.97	37.58	36.89	108	134	147
5c09	-19.39	63.98	55.84	169	214	221
5jtp	-25.1	37.65	37.31	46	64	42
5swz	-25.1	72.98	65.56	340	409	589
5jtq	-30.81	37.62	38.5	49	69	51
5c0a	-18.39	68.89	60.06	159	196	219
5jtn	-29.09	37.37	37.24	60	102	98
5e6j	-28.07	79.91	69.89	65	63	47
5d93	-44.5	32.56	27.38	56	167	109
5d96	-49.41	35.05	29.75	59	114	69
5c67	-57.37	33.98	26.96	21	25	27
5jhw	-56.07	60.41	51.72	46	55	39
5gy2	-57.03	33.05	28.59	48	52	35
5v62	-45.11	40.62	51.47	11	14	12
5t0f	-43.02	69.05	60.95	12	11	10
5usl	-61.62	57.55	53.39	63	130	87
5nwm	-42.23	25.09	22.26	11	16	5
5jw9	-40.33	45.37	40.44	23	21	12
5mj3	-56.84	43.21	31.96	31	39	11
5t5b	-56.56	70.92	55.11	60	97	75
5gjk	-39.5	30.76	31.97	11	7	12
5m2j	-56.43	17.85	11.24	5	17	6
5w06	-56.24	43.13	33.58	31	69	53
5b71	-56.04	39.28	32.3	67	125	87
5vob	-56.07	93.46	87.51	146	243	277
5gzo	-38.73	69.83	52.58	72	112	102
5thp	-55.24	95.22	88.42	278	309	248
5o76	-37.68	70.0	72.53	31	27	20
5xot	-37.49	57.85	51.27	77	99	106
6b9j	-53.97	90.37	85.55	51	132	52
5t29	-53.77	54.5	42.48	34	53	44
5u4m	-53.7	76.14	67.1	11	16	11
5nvl	-54.35	68.25	60.08	78	64	78
5vey	-37.23	0.0	0.0	35	21	13
5vmm	-53.52	111.27	98.42	115	126	64
5omb	-36.34	51.12	50.07	28	16	25
6atk	-36.34	96.56	91.37	22	16	23
5kxh	-36.01	22.63	26.07	10	19	8
5nvk	-53.64	54.02	49.71	160	149	202
5vx3	-53.64	36.51	42.97	59	52	54
5xeq	-53.64	74.64	58.52	21	19	12
5lp5	-36.52	61.61	39.91	17	32	9
5m2i	-52.9	44.37	42.08	101	177	112
5wy2	-35.77	51.93	47.08	20	8	13
5o2u	-52.29	43.03	35.88	16	12	13
5wrv	-35.03	34.83	28.61	12	15	9
5wb7	-34.93	91.94	84.83	69	104	52
5jq6	-51.95	70.34	63.72	20	67	30
5ky5	-34.83	30.34	33.63	9	19	6
5wgg	-35.13	58.36	64.87	12	9	11
5o05	-51.89	40.46	34.81	10	34	8
5uk5	-34.77	94.91	83.88	17	25	13
5tvq	-34.56	106.35	84.37	15	13	12
5tuv	-34.8	71.22	56.83	92	109	118
5npo	-34.37	39.33	30.23	18	7	8
5tgh	-34.37	56.01	43.84	47	34	36
5n88	-34.21	19.49	20.18	22	19	13
5xov	-34.1	52.74	46.01	135	179	223
5oo6	-34.25	73.37	72.71	466	411	496
5tz2	-51.09	65.63	59.35	27	52	43
5mad	-51.13	43.44	43.9	113	112	42
5lgk	-33.79	36.1	24.27	43	28	20
5vwy	-33.6	26.19	18.38	13	9	11
5wt9	-50.45	44.01	32.79	29	49	47
5mv8	-33.41	43.92	37.38	22	16	10
5sxp	-33.1	20.0	17.83	39	36	38
5m2m	-50.36	45.74	39.26	55	102	75
5ush	-50.36	54.7	47.25	54	113	63
5xbf	-32.93	37.58	26.22	21	16	11
5iia	-49.9	52.83	48.68	65	71	36
5whk	-49.9	49.52	41.79	45	77	55
5tp6	-49.78	1.13	0.75	23	4	4
5omm	-45.56	26.03	24.97	14	21	10
5tru	-45.52	71.27	62.01	31	110	47
5nt7	-28.39	27.97	26.24	46	32	28
5upk	-22.73	68.83	65.69	33	25	33
5n4w	-45.66	190.42	216.1	54	52	59
5uzu	-45.66	49.6	49.77	22	24	18
5vt9	-45.66	26.98	22.24	41	51	54
5ky4	-28.54	29.21	35.92	8	16	4
5lhn	-45.38	63.42	58.16	7	19	12
5sy8	-62.5	30.07	25.71	34	54	45
5mjy	-28.24	36.72	42.24	49	28	27
5w1t	-39.67	291.64	261.28	637	464	537
5vkl	-39.65	45.4	56.95	12	18	11
5nus	-45.43	80.83	74.59	11	15	10
5un7	-39.5	39.71	40.3	27	36	28
5b3h	-39.42	61.04	58.43	92	81	53
5h7y	-39.4	38.77	32.98	17	11	11
6b3s	-45.21	73.36	63.17	96	235	158
5xfs	-39.26	61.75	52.03	23	38	20
5vwx	-44.67	50.78	43.44	25	23	22
5nvm	-44.83	68.68	53.18	57	39	32
5hyc	-27.5	55.75	55.07	18	21	15
5uws	-33.24	53.08	62.22	106	76	75
5osh	-38.93	266.17	248.21	171	164	62
5v5h	-38.82	29.51	29.78	15	19	8
5u4k	-27.53	33.06	34.36	13	4	3
5tfw	-61.56	60.25	45.26	33	54	40
5f5o	-38.76	32.87	33.64	36	30	21
6ba6	-21.63	0.0	0.0	14	14	8
5o2t	-38.68	42.1	39.6	19	12	11
5nqf	-38.65	27.7	38.08	11	32	13
5tzq	-44.5	42.38	42.86	26	21	13
6b08	-44.5	64.55	53.83	31	61	49
5ngv	-61.62	43.37	33.83	22	48	41
5t5w	-27.37	127.44	111.69	33	41	39
5nan	-44.27	168.31	171.83	99	155	179
5wvo	-44.23	34.11	31.2	59	42	87
6amb	-27.11	54.59	54.26	11	6	5
6b0s	-38.52	25.05	21.1	27	52	40
5vpl	-44.35	31.27	27.46	32	64	61
5uq3	-38.5	119.19	109.65	53	33	43
5ona	-38.46	97.57	87.85	86	96	38
5tl7	-15.57	64.38	57.61	35	33	23
5mfc	-44.2	99.87	89.39	58	66	71
5un5	-44.2	76.34	66.51	6	16	3
5vpg	-44.07	35.34	31.58	33	63	54
5wko	-51.37	101.55	74.03	428	613	519
5hu3	-34.25	49.18	43.48	12	6	14
5mv9	-34.25	75.26	73.16	18	15	12
5w6g	-32.38	85.42	82.77	63	92	77
5me5	-32.35	29.66	26.51	16	19	20
5gwp	-49.53	51.41	47.5	39	28	25
5gvi	-32.29	52.22	39.52	47	49	57
5x4l	-32.14	28.68	35.89	31	25	26
5swk	-31.91	32.0	24.93	14	23	9
5vx2	-49.1	46.56	40.03	37	22	29
6bit	-49.0	57.26	52.58	71	122	124
5mn2	-31.88	80.28	74.98	28	36	14
5m36	-31.74	78.97	93.42	26	20	13
5h07	-31.68	54.56	38.16	22	14	24
5tzt	-48.76	66.53	60.13	59	122	58
5wb8	-31.69	53.29	58.92	22	42	11
6b6u	-26.81	17.92	0.0	0	0	0
5uwq	-26.82	48.41	55.89	115	72	72
5ml9	-38.03	49.65	47.55	22	23	14
5v5v	-43.82	114.93	122.32	215	108	108
5vx0	-26.7	24.38	26.83	27	22	21
5mtn	-43.54	79.67	67.91	7	18	8
5toj	-43.6	94.5	85.98	36	105	76
5odw	-54.91	37.84	44.56	19	70	26
5y11	-43.3	27.73	22.46	24	47	30
5u4y	-43.39	52.61	40.02	28	32	12
5ua4	-43.29	39.71	31.82	7	9	4
5w8t	-26.07	84.42	72.87	48	38	26
5wux	-60.29	87.46	78.1	86	194	102
5tte	-37.47	120.9	97.93	29	20	22
5u52	-43.2	37.79	37.96	24	28	15
5t6l	-60.19	53.27	40.38	63	101	70
5y4r	-43.06	57.42	50.03	62	47	47
5j11	-43.02	88.51	77.65	45	42	26
5mak	-60.15	63.12	54.08	69	75	30
5ma5	-60.15	45.13	37.83	69	70	31
5knm	-32.53	189.15	197.87	40	51	32
5mk0	-31.44	30.86	43.4	37	17	17
5w3x	-31.23	42.62	44.22	53	31	28
5oob	-31.29	74.38	72.67	211	201	219
5imm	-48.26	13.34	9.79	20	15	13
5ohp	-31.14	47.6	39.67	48	45	48
5l21	-48.13	35.55	31.73	18	17	11
6b0a	-48.13	80.52	67.36	24	73	40
5v52	-31.0	71.11	68.34	18	38	14
5x0w	-31.0	90.72	79.29	51	30	31
5my6	-47.94	49.03	34.35	12	12	11
5o2s	-48.0	84.14	80.2	104	59	61
5o4e	-48.0	79.13	61.04	49	70	31
5uwo	-31.52	47.2	57.36	107	74	71
5ma6	-54.33	84.35	79.19	14	16	7
5gwo	-42.94	59.37	54.21	36	24	23
5tzp	-42.94	18.75	18.81	6	12	8
6b0g	-42.86	26.93	20.79	35	60	31
5mtj	-36.93	33.22	30.08	16	14	11
5oc7	-42.7	43.88	37.76	8	15	7
6azp	-42.55	41.96	42.69	10	16	10
5v69	-42.49	38.22	38.17	13	16	9
5wos	-36.83	58.14	54.23	15	7	9
5ma3	-59.48	42.45	37.42	32	33	7
5jds	-48.65	25.55	17.97	13	12	14
5y1z	-30.63	57.81	54.08	32	25	15
5xjg	-30.51	47.41	41.57	59	91	68
6b0e	-42.16	136.81	114.58	27	54	25
5wuj	-36.38	39.22	32.98	22	11	10
5mu3	-42.05	65.68	63.33	80	111	88
5nnp	-41.83	55.94	45.24	147	114	113
5uwu	-30.46	45.54	55.29	102	73	73
5v5i	-36.15	38.83	34.1	35	37	22
5gtb	-24.76	46.98	46.48	18	16	20
5ohm	-58.95	126.41	107.5	56	66	24
5vko	-47.93	44.46	49.47	20	28	17
5tzn	-29.89	39.7	35.62	35	74	61
5ky9	-29.85	57.42	73.86	6	20	6
5ufe	-41.66	22.36	18.28	10	8	6
5nqg	-41.67	49.4	57.79	12	27	14
5ma4	-58.7	27.07	19.68	34	35	14
5v6a	-41.52	57.34	59.3	13	14	13
